2023-03-22 21:29:42,760: Mouse moved to (1675, 418)
2023-03-22 21:29:42,762: Mouse moved to (1646, 432)
2023-03-22 21:29:42,764: Mouse moved to (1620, 445)
2023-03-22 21:29:42,766: Mouse moved to (1597, 458)
2023-03-22 21:29:42,768: Mouse moved to (1573, 470)
2023-03-22 21:29:42,770: Mouse moved to (1549, 483)
2023-03-22 21:29:42,771: Mouse moved to (1523, 496)
2023-03-22 21:29:42,773: Mouse moved to (1500, 508)
2023-03-22 21:29:42,775: Mouse moved to (1474, 521)
2023-03-22 21:29:42,777: Mouse moved to (1449, 536)
2023-03-22 21:29:42,779: Mouse moved to (1420, 553)
2023-03-22 21:29:42,781: Mouse moved to (1394, 568)
2023-03-22 21:29:42,783: Mouse moved to (1369, 584)
2023-03-22 21:29:42,785: Mouse moved to (1343, 599)
2023-03-22 21:29:42,787: Mouse moved to (1319, 612)
2023-03-22 21:29:42,789: Mouse moved to (1292, 627)
2023-03-22 21:29:42,791: Mouse moved to (1266, 642)
2023-03-22 21:29:42,793: Mouse moved to (1239, 657)
2023-03-22 21:29:42,795: Mouse moved to (1216, 669)
2023-03-22 21:29:42,797: Mouse moved to (1192, 684)
2023-03-22 21:29:42,799: Mouse moved to (1165, 699)
2023-03-22 21:29:42,802: Mouse moved to (1141, 713)
2023-03-22 21:29:42,804: Mouse moved to (1120, 727)
2023-03-22 21:29:42,806: Mouse moved to (1098, 741)
2023-03-22 21:29:42,808: Mouse moved to (1074, 755)
2023-03-22 21:29:42,810: Mouse moved to (1052, 769)
2023-03-22 21:29:42,812: Mouse moved to (1031, 783)
2023-03-22 21:29:42,814: Mouse moved to (1011, 796)
2023-03-22 21:29:42,816: Mouse moved to (992, 810)
2023-03-22 21:29:42,818: Mouse moved to (970, 824)
2023-03-22 21:29:42,820: Mouse moved to (951, 837)
2023-03-22 21:29:42,822: Mouse moved to (934, 850)
2023-03-22 21:29:42,824: Mouse moved to (918, 861)
2023-03-22 21:29:42,826: Mouse moved to (901, 873)
2023-03-22 21:29:42,828: Mouse moved to (887, 884)
2023-03-22 21:29:42,830: Mouse moved to (873, 894)
2023-03-22 21:29:42,832: Mouse moved to (862, 902)
2023-03-22 21:29:42,834: Mouse moved to (850, 910)
2023-03-22 21:29:42,836: Mouse moved to (837, 919)
2023-03-22 21:29:42,838: Mouse moved to (825, 929)
2023-03-22 21:29:42,840: Mouse moved to (815, 936)
2023-03-22 21:29:42,842: Mouse moved to (805, 944)
2023-03-22 21:29:42,844: Mouse moved to (797, 952)
2023-03-22 21:29:42,846: Mouse moved to (787, 960)
2023-03-22 21:29:42,848: Mouse moved to (778, 967)
2023-03-22 21:29:42,850: Mouse moved to (770, 975)
2023-03-22 21:29:42,852: Mouse moved to (763, 981)
2023-03-22 21:29:42,854: Mouse moved to (755, 989)
2023-03-22 21:29:42,856: Mouse moved to (748, 996)
2023-03-22 21:29:42,858: Mouse moved to (740, 1003)
2023-03-22 21:29:42,859: Mouse moved to (734, 1009)
2023-03-22 21:29:42,861: Mouse moved to (728, 1016)
2023-03-22 21:29:42,863: Mouse moved to (722, 1022)
2023-03-22 21:29:42,866: Mouse moved to (715, 1029)
2023-03-22 21:29:42,868: Mouse moved to (709, 1035)
2023-03-22 21:29:42,870: Mouse moved to (704, 1040)
2023-03-22 21:29:42,871: Mouse moved to (699, 1046)
2023-03-22 21:29:42,874: Mouse moved to (694, 1051)
2023-03-22 21:29:42,876: Mouse moved to (689, 1056)
2023-03-22 21:29:42,877: Mouse moved to (685, 1061)
2023-03-22 21:29:42,879: Mouse moved to (682, 1065)
2023-03-22 21:29:42,881: Mouse moved to (677, 1070)
2023-03-22 21:29:42,883: Mouse moved to (673, 1075)
2023-03-22 21:29:42,886: Mouse moved to (669, 1080)
2023-03-22 21:29:42,888: Mouse moved to (665, 1085)
2023-03-22 21:29:42,890: Mouse moved to (661, 1089)
2023-03-22 21:29:42,892: Mouse moved to (659, 1093)
2023-03-22 21:29:42,893: Mouse moved to (655, 1097)
2023-03-22 21:29:42,896: Mouse moved to (653, 1100)
2023-03-22 21:29:42,898: Mouse moved to (650, 1105)
2023-03-22 21:29:42,900: Mouse moved to (646, 1108)
2023-03-22 21:29:42,902: Mouse moved to (642, 1112)
2023-03-22 21:29:42,904: Mouse moved to (640, 1115)
2023-03-22 21:29:42,905: Mouse moved to (637, 1119)
2023-03-22 21:29:42,907: Mouse moved to (633, 1124)
2023-03-22 21:29:42,909: Mouse moved to (631, 1127)
2023-03-22 21:29:42,911: Mouse moved to (628, 1131)
2023-03-22 21:29:42,913: Mouse moved to (625, 1134)
2023-03-22 21:29:42,915: Mouse moved to (622, 1137)
2023-03-22 21:29:42,918: Mouse moved to (620, 1140)
2023-03-22 21:29:42,920: Mouse moved to (617, 1142)
2023-03-22 21:29:42,922: Mouse moved to (615, 1145)
2023-03-22 21:29:42,924: Mouse moved to (613, 1147)
2023-03-22 21:29:42,926: Mouse moved to (610, 1149)
2023-03-22 21:29:42,928: Mouse moved to (608, 1152)
2023-03-22 21:29:42,930: Mouse moved to (606, 1154)
2023-03-22 21:29:42,932: Mouse moved to (603, 1156)
2023-03-22 21:29:42,934: Mouse moved to (602, 1158)
2023-03-22 21:29:42,936: Mouse moved to (600, 1160)
2023-03-22 21:29:42,938: Mouse moved to (598, 1161)
2023-03-22 21:29:42,939: Mouse moved to (597, 1163)
2023-03-22 21:29:42,941: Mouse moved to (595, 1164)
2023-03-22 21:29:42,944: Mouse moved to (593, 1166)
2023-03-22 21:29:42,946: Mouse moved to (592, 1168)
2023-03-22 21:29:42,948: Mouse moved to (589, 1169)
2023-03-22 21:29:42,950: Mouse moved to (588, 1171)
2023-03-22 21:29:42,952: Mouse moved to (587, 1172)
2023-03-22 21:29:42,954: Mouse moved to (584, 1174)
2023-03-22 21:29:42,956: Mouse moved to (583, 1176)
2023-03-22 21:29:42,958: Mouse moved to (581, 1178)
2023-03-22 21:29:42,960: Mouse moved to (579, 1179)
2023-03-22 21:29:42,962: Mouse moved to (578, 1180)
2023-03-22 21:29:42,964: Mouse moved to (576, 1182)
2023-03-22 21:29:42,966: Mouse moved to (574, 1183)
2023-03-22 21:29:42,968: Mouse moved to (573, 1185)
2023-03-22 21:29:42,970: Mouse moved to (571, 1186)
2023-03-22 21:29:42,972: Mouse moved to (570, 1188)
2023-03-22 21:29:42,973: Mouse moved to (568, 1189)
2023-03-22 21:29:42,975: Mouse moved to (567, 1190)
2023-03-22 21:29:42,977: Mouse moved to (566, 1191)
2023-03-22 21:29:42,979: Mouse moved to (565, 1192)
2023-03-22 21:29:42,981: Mouse moved to (564, 1193)
2023-03-22 21:29:42,983: Mouse moved to (563, 1194)
2023-03-22 21:29:42,986: Mouse moved to (562, 1194)
2023-03-22 21:29:42,988: Mouse moved to (561, 1195)
2023-03-22 21:29:42,990: Mouse moved to (561, 1196)
2023-03-22 21:29:42,992: Mouse moved to (560, 1197)
2023-03-22 21:29:42,994: Mouse moved to (559, 1197)
2023-03-22 21:29:42,995: Mouse moved to (559, 1198)
2023-03-22 21:29:42,997: Mouse moved to (558, 1199)
2023-03-22 21:29:42,999: Mouse moved to (558, 1200)
2023-03-22 21:29:43,001: Mouse moved to (557, 1200)
2023-03-22 21:29:43,003: Mouse moved to (556, 1200)
2023-03-22 21:29:43,005: Mouse moved to (556, 1201)
2023-03-22 21:29:43,007: Mouse moved to (555, 1202)
2023-03-22 21:29:43,009: Mouse moved to (555, 1202)
2023-03-22 21:29:43,011: Mouse moved to (553, 1203)
2023-03-22 21:29:43,013: Mouse moved to (553, 1204)
2023-03-22 21:29:43,015: Mouse moved to (553, 1205)
2023-03-22 21:29:43,017: Mouse moved to (551, 1206)
2023-03-22 21:29:43,020: Mouse moved to (551, 1206)
2023-03-22 21:29:43,022: Mouse moved to (550, 1207)
2023-03-22 21:29:43,023: Mouse moved to (550, 1207)
2023-03-22 21:29:43,025: Mouse moved to (549, 1208)
2023-03-22 21:29:43,027: Mouse moved to (549, 1208)
2023-03-22 21:29:43,030: Mouse moved to (548, 1209)
2023-03-22 21:29:43,032: Mouse moved to (547, 1209)
2023-03-22 21:29:43,034: Mouse moved to (547, 1211)
2023-03-22 21:29:43,036: Mouse moved to (545, 1211)
2023-03-22 21:29:43,038: Mouse moved to (545, 1213)
2023-03-22 21:29:43,040: Mouse moved to (543, 1213)
2023-03-22 21:29:43,042: Mouse moved to (543, 1214)
2023-03-22 21:29:43,044: Mouse moved to (542, 1215)
2023-03-22 21:29:43,046: Mouse moved to (541, 1216)
2023-03-22 21:29:43,048: Mouse moved to (540, 1217)
2023-03-22 21:29:43,050: Mouse moved to (539, 1217)
2023-03-22 21:29:43,052: Mouse moved to (538, 1218)
2023-03-22 21:29:43,054: Mouse moved to (537, 1219)
2023-03-22 21:29:43,056: Mouse moved to (536, 1220)
2023-03-22 21:29:43,058: Mouse moved to (534, 1221)
2023-03-22 21:29:43,060: Mouse moved to (534, 1222)
2023-03-22 21:29:43,062: Mouse moved to (532, 1223)
2023-03-22 21:29:43,064: Mouse moved to (531, 1224)
2023-03-22 21:29:43,066: Mouse moved to (530, 1225)
2023-03-22 21:29:43,068: Mouse moved to (529, 1226)
2023-03-22 21:29:43,070: Mouse moved to (528, 1227)
2023-03-22 21:29:43,071: Mouse moved to (525, 1228)
2023-03-22 21:29:43,073: Mouse moved to (524, 1230)
2023-03-22 21:29:43,075: Mouse moved to (523, 1230)
2023-03-22 21:29:43,077: Mouse moved to (521, 1232)
2023-03-22 21:29:43,080: Mouse moved to (519, 1232)
2023-03-22 21:29:43,082: Mouse moved to (518, 1234)
2023-03-22 21:29:43,084: Mouse moved to (515, 1235)
2023-03-22 21:29:43,086: Mouse moved to (514, 1237)
2023-03-22 21:29:43,088: Mouse moved to (512, 1238)
2023-03-22 21:29:43,090: Mouse moved to (510, 1240)
2023-03-22 21:29:43,092: Mouse moved to (508, 1241)
2023-03-22 21:29:43,094: Mouse moved to (506, 1243)
2023-03-22 21:29:43,096: Mouse moved to (504, 1244)
2023-03-22 21:29:43,097: Mouse moved to (501, 1246)
2023-03-22 21:29:43,100: Mouse moved to (499, 1249)
2023-03-22 21:29:43,102: Mouse moved to (497, 1251)
2023-03-22 21:29:43,104: Mouse moved to (495, 1253)
2023-03-22 21:29:43,106: Mouse moved to (493, 1256)
2023-03-22 21:29:43,108: Mouse moved to (491, 1257)
2023-03-22 21:29:43,110: Mouse moved to (489, 1258)
2023-03-22 21:29:43,112: Mouse moved to (488, 1260)
2023-03-22 21:29:43,114: Mouse moved to (486, 1261)
2023-03-22 21:29:43,116: Mouse moved to (484, 1264)
2023-03-22 21:29:43,118: Mouse moved to (482, 1266)
2023-03-22 21:29:43,120: Mouse moved to (479, 1268)
2023-03-22 21:29:43,122: Mouse moved to (477, 1271)
2023-03-22 21:29:43,124: Mouse moved to (475, 1273)
2023-03-22 21:29:43,125: Mouse moved to (472, 1275)
2023-03-22 21:29:43,127: Mouse moved to (469, 1278)
2023-03-22 21:29:43,130: Mouse moved to (467, 1280)
2023-03-22 21:29:43,132: Mouse moved to (464, 1282)
2023-03-22 21:29:43,134: Mouse moved to (461, 1285)
2023-03-22 21:29:43,136: Mouse moved to (458, 1289)
2023-03-22 21:29:43,138: Mouse moved to (455, 1292)
2023-03-22 21:29:43,140: Mouse moved to (451, 1295)
2023-03-22 21:29:43,142: Mouse moved to (448, 1298)
2023-03-22 21:29:43,144: Mouse moved to (444, 1302)
2023-03-22 21:29:43,146: Mouse moved to (440, 1306)
2023-03-22 21:29:43,148: Mouse moved to (437, 1309)
2023-03-22 21:29:43,150: Mouse moved to (433, 1313)
2023-03-22 21:29:43,152: Mouse moved to (429, 1316)
2023-03-22 21:29:43,154: Mouse moved to (426, 1320)
2023-03-22 21:29:43,156: Mouse moved to (421, 1324)
2023-03-22 21:29:43,158: Mouse moved to (417, 1328)
2023-03-22 21:29:43,160: Mouse moved to (414, 1331)
2023-03-22 21:29:43,162: Mouse moved to (410, 1334)
2023-03-22 21:29:43,164: Mouse moved to (407, 1337)
2023-03-22 21:29:43,165: Mouse moved to (403, 1341)
2023-03-22 21:29:43,167: Mouse moved to (399, 1345)
2023-03-22 21:29:43,170: Mouse moved to (397, 1347)
2023-03-22 21:29:43,171: Mouse moved to (395, 1350)
2023-03-22 21:29:43,173: Mouse moved to (391, 1354)
2023-03-22 21:29:43,176: Mouse moved to (388, 1357)
2023-03-22 21:29:43,178: Mouse moved to (386, 1360)
2023-03-22 21:29:43,179: Mouse moved to (384, 1362)
2023-03-22 21:29:43,181: Mouse moved to (380, 1366)
2023-03-22 21:29:43,184: Mouse moved to (378, 1368)
2023-03-22 21:29:43,186: Mouse moved to (375, 1372)
2023-03-22 21:29:43,188: Mouse moved to (374, 1374)
2023-03-22 21:29:43,189: Mouse moved to (371, 1376)
2023-03-22 21:29:43,192: Mouse moved to (370, 1378)
2023-03-22 21:29:43,194: Mouse moved to (368, 1381)
2023-03-22 21:29:43,195: Mouse moved to (366, 1383)
2023-03-22 21:29:43,197: Mouse moved to (365, 1385)
2023-03-22 21:29:43,200: Mouse moved to (363, 1387)
2023-03-22 21:29:43,201: Mouse moved to (362, 1390)
2023-03-22 21:29:43,203: Mouse moved to (360, 1391)
2023-03-22 21:29:43,205: Mouse moved to (359, 1393)
2023-03-22 21:29:43,207: Mouse moved to (357, 1395)
2023-03-22 21:29:43,209: Mouse moved to (356, 1397)
2023-03-22 21:29:43,211: Mouse moved to (354, 1399)
2023-03-22 21:29:43,213: Mouse moved to (354, 1401)
2023-03-22 21:29:43,215: Mouse moved to (352, 1402)
2023-03-22 21:29:43,217: Mouse moved to (351, 1404)
2023-03-22 21:29:43,219: Mouse moved to (350, 1406)
2023-03-22 21:29:43,221: Mouse moved to (349, 1407)
2023-03-22 21:29:43,223: Mouse moved to (348, 1409)
2023-03-22 21:29:43,225: Mouse moved to (346, 1411)
2023-03-22 21:29:43,227: Mouse moved to (346, 1412)
2023-03-22 21:29:43,229: Mouse moved to (345, 1413)
2023-03-22 21:29:43,231: Mouse moved to (344, 1415)
2023-03-22 21:29:43,233: Mouse moved to (343, 1415)
2023-03-22 21:29:43,236: Mouse moved to (342, 1417)
2023-03-22 21:29:43,238: Mouse moved to (341, 1418)
2023-03-22 21:29:43,239: Mouse moved to (340, 1419)
2023-03-22 21:29:43,242: Mouse moved to (339, 1420)
2023-03-22 21:29:43,244: Mouse moved to (339, 1420)
2023-03-22 21:29:43,245: Mouse moved to (338, 1422)
2023-03-22 21:29:43,247: Mouse moved to (337, 1422)
2023-03-22 21:29:43,250: Mouse moved to (336, 1424)
2023-03-22 21:29:43,252: Mouse moved to (335, 1424)
2023-03-22 21:29:43,254: Mouse moved to (333, 1425)
2023-03-22 21:29:43,255: Mouse moved to (332, 1427)
2023-03-22 21:29:43,257: Mouse moved to (330, 1428)
2023-03-22 21:29:43,260: Mouse moved to (329, 1429)
2023-03-22 21:29:43,262: Mouse moved to (328, 1431)
2023-03-22 21:29:43,264: Mouse moved to (326, 1432)
2023-03-22 21:29:43,266: Mouse moved to (325, 1433)
2023-03-22 21:29:43,268: Mouse moved to (323, 1434)
2023-03-22 21:29:43,270: Mouse moved to (322, 1436)
2023-03-22 21:29:43,272: Mouse moved to (320, 1437)
2023-03-22 21:29:43,274: Mouse moved to (319, 1439)
2023-03-22 21:29:43,275: Mouse moved to (317, 1440)
2023-03-22 21:29:43,277: Mouse moved to (315, 1441)
2023-03-22 21:29:43,279: Mouse moved to (314, 1440)
2023-03-22 21:29:43,281: Mouse moved to (313, 1440)
2023-03-22 21:29:43,283: Mouse moved to (310, 1440)
2023-03-22 21:29:43,285: Mouse moved to (309, 1440)
2023-03-22 21:29:43,287: Mouse moved to (308, 1439)
2023-03-22 21:29:43,290: Mouse moved to (306, 1441)
2023-03-22 21:29:43,292: Mouse moved to (305, 1440)
2023-03-22 21:29:43,294: Mouse moved to (303, 1440)
2023-03-22 21:29:43,295: Mouse moved to (301, 1440)
2023-03-22 21:29:43,298: Mouse moved to (300, 1440)
2023-03-22 21:29:43,300: Mouse moved to (298, 1440)
2023-03-22 21:29:43,302: Mouse moved to (298, 1439)
2023-03-22 21:29:43,303: Mouse moved to (297, 1441)
2023-03-22 21:29:43,305: Mouse moved to (296, 1439)
2023-03-22 21:29:43,307: Mouse moved to (295, 1439)
2023-03-22 21:29:43,310: Mouse moved to (294, 1440)
2023-03-22 21:29:43,312: Mouse moved to (293, 1439)
2023-03-22 21:29:43,314: Mouse moved to (292, 1440)
2023-03-22 21:29:43,316: Mouse moved to (292, 1440)
2023-03-22 21:29:43,318: Mouse moved to (291, 1439)
2023-03-22 21:29:43,320: Mouse moved to (291, 1439)
2023-03-22 21:29:43,323: Mouse moved to (291, 1440)
2023-03-22 21:29:43,326: Mouse moved to (290, 1439)
2023-03-22 21:29:43,330: Mouse moved to (290, 1439)
2023-03-22 21:29:43,338: Mouse moved to (290, 1440)
2023-03-22 21:29:43,346: Mouse moved to (289, 1439)
2023-03-22 21:29:43,392: Mouse moved to (289, 1439)
2023-03-22 21:29:43,398: Mouse moved to (289, 1439)
2023-03-22 21:29:43,401: Mouse moved to (289, 1439)
2023-03-22 21:29:43,403: Mouse moved to (290, 1438)
2023-03-22 21:29:43,408: Mouse moved to (290, 1438)
2023-03-22 21:29:43,410: Mouse moved to (291, 1438)
2023-03-22 21:29:43,412: Mouse moved to (291, 1437)
2023-03-22 21:29:43,414: Mouse moved to (291, 1436)
2023-03-22 21:29:43,416: Mouse moved to (292, 1436)
2023-03-22 21:29:43,418: Mouse moved to (293, 1435)
2023-03-22 21:29:43,420: Mouse moved to (293, 1435)
2023-03-22 21:29:43,422: Mouse moved to (293, 1435)
2023-03-22 21:29:43,424: Mouse moved to (294, 1434)
2023-03-22 21:29:43,426: Mouse moved to (294, 1434)
2023-03-22 21:29:43,428: Mouse moved to (295, 1433)
2023-03-22 21:29:43,430: Mouse moved to (296, 1432)
2023-03-22 21:29:43,432: Mouse moved to (297, 1432)
2023-03-22 21:29:43,434: Mouse moved to (297, 1431)
2023-03-22 21:29:43,436: Mouse moved to (298, 1431)
2023-03-22 21:29:43,438: Mouse moved to (299, 1429)
2023-03-22 21:29:43,440: Mouse moved to (300, 1429)
2023-03-22 21:29:43,441: Mouse moved to (302, 1427)
2023-03-22 21:29:43,443: Mouse moved to (302, 1427)
2023-03-22 21:29:43,445: Mouse moved to (304, 1425)
2023-03-22 21:29:43,447: Mouse moved to (305, 1425)
2023-03-22 21:29:43,449: Mouse moved to (306, 1424)
2023-03-22 21:29:43,452: Mouse moved to (308, 1423)
2023-03-22 21:29:43,454: Mouse moved to (309, 1421)
2023-03-22 21:29:43,456: Mouse moved to (311, 1420)
2023-03-22 21:29:43,458: Mouse moved to (312, 1419)
2023-03-22 21:29:43,460: Mouse moved to (313, 1418)
2023-03-22 21:29:43,462: Mouse moved to (315, 1418)
2023-03-22 21:29:43,464: Mouse moved to (316, 1417)
2023-03-22 21:29:43,465: Mouse moved to (318, 1416)
2023-03-22 21:29:43,467: Mouse moved to (319, 1415)
2023-03-22 21:29:43,469: Mouse moved to (321, 1414)
2023-03-22 21:29:43,472: Mouse moved to (323, 1413)
2023-03-22 21:29:43,474: Mouse moved to (324, 1412)
2023-03-22 21:29:43,475: Mouse moved to (325, 1411)
2023-03-22 21:29:43,477: Mouse moved to (327, 1411)
2023-03-22 21:29:43,480: Mouse moved to (329, 1409)
2023-03-22 21:29:43,482: Mouse moved to (330, 1408)
2023-03-22 21:29:43,484: Mouse moved to (333, 1408)
2023-03-22 21:29:43,485: Mouse moved to (335, 1407)
2023-03-22 21:29:43,487: Mouse moved to (337, 1406)
2023-03-22 21:29:43,489: Mouse moved to (339, 1406)
2023-03-22 21:29:43,491: Mouse moved to (340, 1405)
2023-03-22 21:29:43,493: Mouse moved to (342, 1404)
2023-03-22 21:29:43,496: Mouse moved to (344, 1403)
2023-03-22 21:29:43,498: Mouse moved to (346, 1403)
2023-03-22 21:29:43,500: Mouse moved to (349, 1402)
2023-03-22 21:29:43,502: Mouse moved to (352, 1401)
2023-03-22 21:29:43,504: Mouse moved to (355, 1400)
2023-03-22 21:29:43,506: Mouse moved to (357, 1400)
2023-03-22 21:29:43,508: Mouse moved to (360, 1399)
2023-03-22 21:29:43,510: Mouse moved to (363, 1397)
2023-03-22 21:29:43,512: Mouse moved to (366, 1397)
2023-03-22 21:29:43,513: Mouse moved to (368, 1396)
2023-03-22 21:29:43,516: Mouse moved to (371, 1395)
2023-03-22 21:29:43,518: Mouse moved to (375, 1394)
2023-03-22 21:29:43,520: Mouse moved to (377, 1394)
2023-03-22 21:29:43,522: Mouse moved to (380, 1393)
2023-03-22 21:29:43,524: Mouse moved to (382, 1392)
2023-03-22 21:29:43,526: Mouse moved to (384, 1391)
2023-03-22 21:29:43,528: Mouse moved to (387, 1391)
2023-03-22 21:29:43,530: Mouse moved to (389, 1390)
2023-03-22 21:29:43,532: Mouse moved to (393, 1389)
2023-03-22 21:29:43,534: Mouse moved to (395, 1388)
2023-03-22 21:29:43,536: Mouse moved to (397, 1388)
2023-03-22 21:29:43,538: Mouse moved to (400, 1388)
2023-03-22 21:29:43,540: Mouse moved to (402, 1387)
2023-03-22 21:29:43,541: Mouse moved to (404, 1387)
2023-03-22 21:29:43,544: Mouse moved to (406, 1386)
2023-03-22 21:29:43,546: Mouse moved to (410, 1385)
2023-03-22 21:29:43,547: Mouse moved to (412, 1385)
2023-03-22 21:29:43,550: Mouse moved to (414, 1385)
2023-03-22 21:29:43,552: Mouse moved to (416, 1384)
2023-03-22 21:29:43,553: Mouse moved to (418, 1383)
2023-03-22 21:29:43,555: Mouse moved to (420, 1383)
2023-03-22 21:29:43,558: Mouse moved to (423, 1383)
2023-03-22 21:29:43,559: Mouse moved to (424, 1383)
2023-03-22 21:29:43,561: Mouse moved to (425, 1382)
2023-03-22 21:29:43,564: Mouse moved to (427, 1382)
2023-03-22 21:29:43,566: Mouse moved to (429, 1382)
2023-03-22 21:29:43,568: Mouse moved to (429, 1381)
2023-03-22 21:29:43,570: Mouse moved to (430, 1381)
2023-03-22 21:29:43,572: Mouse moved to (431, 1381)
2023-03-22 21:29:43,573: Mouse moved to (432, 1381)
2023-03-22 21:29:43,575: Mouse moved to (433, 1381)
2023-03-22 21:29:43,578: Mouse moved to (433, 1381)
2023-03-22 21:29:43,580: Mouse moved to (434, 1381)
2023-03-22 21:29:43,581: Mouse moved to (435, 1381)
2023-03-22 21:29:43,583: Mouse moved to (435, 1380)
2023-03-22 21:29:43,585: Mouse moved to (436, 1380)
2023-03-22 21:29:43,587: Mouse moved to (436, 1380)
2023-03-22 21:29:43,592: Mouse moved to (437, 1380)
2023-03-22 21:29:43,594: Mouse moved to (437, 1380)
2023-03-22 21:29:43,597: Mouse moved to (438, 1380)
2023-03-22 21:29:43,602: Mouse moved to (439, 1380)
2023-03-22 21:29:43,606: Mouse moved to (439, 1379)
2023-03-22 21:29:43,610: Mouse moved to (440, 1379)
2023-03-22 21:29:43,660: Mouse moved to (440, 1379)
2023-03-22 21:29:43,672: Mouse moved to (440, 1380)
2023-03-22 21:29:43,680: Mouse moved to (440, 1380)
2023-03-22 21:29:43,682: Mouse moved to (440, 1380)
2023-03-22 21:29:43,688: Mouse moved to (440, 1381)
2023-03-22 21:29:43,690: Mouse moved to (440, 1381)
2023-03-22 21:29:43,694: Mouse moved to (440, 1382)
2023-03-22 21:29:43,698: Mouse moved to (439, 1382)
2023-03-22 21:29:43,700: Mouse moved to (439, 1382)
2023-03-22 21:29:43,703: Mouse moved to (438, 1383)
2023-03-22 21:29:43,706: Mouse moved to (438, 1384)
2023-03-22 21:29:43,713: Mouse moved to (438, 1385)
2023-03-22 21:29:43,714: Mouse moved to (438, 1385)
2023-03-22 21:29:43,716: Mouse moved to (437, 1386)
2023-03-22 21:29:43,720: Mouse moved to (437, 1386)
2023-03-22 21:29:43,721: Mouse moved to (437, 1387)
2023-03-22 21:29:43,723: Mouse moved to (437, 1388)
2023-03-22 21:29:43,725: Mouse moved to (436, 1388)
2023-03-22 21:29:43,727: Mouse moved to (436, 1389)
2023-03-22 21:29:43,729: Mouse moved to (436, 1389)
2023-03-22 21:29:43,732: Mouse moved to (436, 1389)
2023-03-22 21:29:43,734: Mouse moved to (436, 1390)
2023-03-22 21:29:43,735: Mouse moved to (436, 1390)
2023-03-22 21:29:43,740: Mouse moved to (435, 1391)
2023-03-22 21:29:43,742: Mouse moved to (435, 1391)
2023-03-22 21:29:43,746: Mouse moved to (434, 1392)
2023-03-22 21:29:43,748: Mouse moved to (434, 1393)
2023-03-22 21:29:43,752: Mouse moved to (434, 1393)
2023-03-22 21:29:43,755: Mouse moved to (434, 1394)
2023-03-22 21:29:43,757: Mouse moved to (434, 1394)
2023-03-22 21:29:43,760: Mouse moved to (433, 1395)
2023-03-22 21:29:43,762: Mouse moved to (433, 1395)
2023-03-22 21:29:43,767: Mouse moved to (433, 1396)
2023-03-22 21:29:43,770: Mouse moved to (433, 1397)
2023-03-22 21:29:43,774: Mouse moved to (433, 1397)
2023-03-22 21:29:43,778: Mouse moved to (432, 1398)
2023-03-22 21:29:43,780: Mouse moved to (432, 1398)
2023-03-22 21:29:43,784: Mouse moved to (432, 1399)
2023-03-22 21:29:43,786: Mouse moved to (432, 1399)
2023-03-22 21:29:43,788: Mouse moved to (432, 1400)
2023-03-22 21:29:43,792: Mouse moved to (432, 1401)
2023-03-22 21:29:43,794: Mouse moved to (431, 1401)
2023-03-22 21:29:43,796: Mouse moved to (431, 1402)
2023-03-22 21:29:43,799: Mouse moved to (430, 1402)
2023-03-22 21:29:43,802: Mouse moved to (430, 1403)
